locus_tag	ftype	length_bp	gene	EC_number	COG	product
POOLPIDM_01587	CDS	1005				hypothetical protein
POOLPIDM_01588	CDS	852	yvgN	1.1.1.-	COG0656	Glyoxal reductase
POOLPIDM_01589	CDS	246				hypothetical protein
POOLPIDM_01590	CDS	705				hypothetical protein
POOLPIDM_01591	CDS	1263	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
POOLPIDM_01592	CDS	1221	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
POOLPIDM_01593	CDS	1155	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
POOLPIDM_01594	CDS	753				hypothetical protein
POOLPIDM_01595	CDS	2667		7.2.2.10	COG0474	Calcium-transporting ATPase
POOLPIDM_01596	CDS	1452	clsA_2	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
POOLPIDM_01597	CDS	816	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
POOLPIDM_01598	CDS	276				hypothetical protein
POOLPIDM_01599	CDS	456	spxA_2		COG1393	Regulatory protein Spx
POOLPIDM_01600	CDS	750				hypothetical protein
POOLPIDM_01601	CDS	327				hypothetical protein
POOLPIDM_01602	CDS	441				Putative universal stress protein
POOLPIDM_01603	CDS	1398	gmuD_2	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
POOLPIDM_01604	CDS	1272	gmuC_1		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
POOLPIDM_01605	CDS	720	gmuR		COG2188	HTH-type transcriptional regulator GmuR
POOLPIDM_01606	CDS	975	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
POOLPIDM_01607	CDS	606	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
POOLPIDM_01608	CDS	753	mtnB	4.2.1.109		Methylthioribulose-1-phosphate dehydratase
POOLPIDM_01609	CDS	261				hypothetical protein
POOLPIDM_01610	CDS	1362	gatC_2		COG3775	PTS system galactitol-specific EIIC component
POOLPIDM_01611	CDS	300				hypothetical protein
POOLPIDM_01612	CDS	459	gatA_2		COG1762	PTS system galactitol-specific EIIA component
POOLPIDM_01613	CDS	792	lacR_1			Lactose phosphotransferase system repressor
POOLPIDM_01614	CDS	954	lacC_2	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
POOLPIDM_01615	CDS	975			COG1073	putative protein
POOLPIDM_01616	CDS	435			COG0789	putative HTH-type transcriptional regulator
POOLPIDM_01617	CDS	1023				hypothetical protein
POOLPIDM_01618	CDS	423	arsC	1.20.4.4	COG0394	Arsenate reductase
POOLPIDM_01619	CDS	1923	manR_1		COG1762	Transcriptional regulator ManR
POOLPIDM_01620	CDS	1941	manP		COG1299	PTS system mannose-specific EIIBCA component
POOLPIDM_01621	CDS	741	dgaF	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
POOLPIDM_01622	CDS	1092	dgaE	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
POOLPIDM_01623	CDS	1107		3.1.1.-	COG3964	Deacetylase
POOLPIDM_01624	CDS	678				hypothetical protein
POOLPIDM_01625	CDS	780				hypothetical protein
POOLPIDM_01626	CDS	351				hypothetical protein
POOLPIDM_01627	CDS	357				hypothetical protein
POOLPIDM_01628	CDS	1251				IS110 family transposase ISSpn10
POOLPIDM_01629	CDS	333				hypothetical protein
POOLPIDM_01630	CDS	1863				hypothetical protein
POOLPIDM_01631	CDS	954			COG2826	IS30 family transposase IS1252
POOLPIDM_01632	CDS	195				hypothetical protein
POOLPIDM_01633	CDS	300				hypothetical protein
POOLPIDM_01634	CDS	435				hypothetical protein
POOLPIDM_01635	CDS	711	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
POOLPIDM_01636	CDS	861	ulaE	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
POOLPIDM_01637	CDS	639	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
POOLPIDM_01638	CDS	300				hypothetical protein
POOLPIDM_01639	CDS	1485	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
POOLPIDM_01640	CDS	462				hypothetical protein
POOLPIDM_01641	CDS	1068	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
POOLPIDM_01642	CDS	771	srlR		COG1349	Glucitol operon repressor
POOLPIDM_01643	CDS	828				hypothetical protein
POOLPIDM_01644	CDS	1236				hypothetical protein
POOLPIDM_01645	CDS	261				hypothetical protein
POOLPIDM_01646	CDS	1302	licC_1		COG1455	Lichenan permease IIC component
POOLPIDM_01647	CDS	459	ptsG_1	2.7.1.199		PTS system glucose-specific EIICBA component
POOLPIDM_01648	CDS	1329	malH	3.2.1.122	COG1486	Maltose-6'-phosphate glucosidase MalH
POOLPIDM_01649	CDS	1413	gamP		COG2190	Putative PTS system glucosamine-specific EIICBA component
POOLPIDM_01650	CDS	765		3.5.1.-	COG3394	Carbohydrate deacetylase
POOLPIDM_01651	CDS	876	licT_3		COG3711	Transcription antiterminator LicT
POOLPIDM_01652	tRNA	87				tRNA-Leu(caa)
POOLPIDM_01653	tRNA	74				tRNA-Gln(ttg)
POOLPIDM_01654	tRNA	74				tRNA-His(gtg)
POOLPIDM_01655	tRNA	87				tRNA-Leu(caa)
POOLPIDM_01656	tRNA	71				tRNA-Cys(gca)
POOLPIDM_01657	tRNA	74				tRNA-Gln(ttg)
POOLPIDM_01658	tRNA	74				tRNA-His(gtg)
POOLPIDM_01659	tRNA	74				tRNA-Trp(cca)
POOLPIDM_01660	tRNA	83				tRNA-Tyr(gta)
POOLPIDM_01661	tRNA	76				tRNA-Phe(gaa)
POOLPIDM_01662	tRNA	76				tRNA-Asp(gtc)
POOLPIDM_01663	tRNA	75				tRNA-Val(tac)
POOLPIDM_01664	tRNA	74				tRNA-Glu(ttc)
POOLPIDM_01665	tRNA	92				tRNA-Ser(gga)
POOLPIDM_01666	tRNA	76				tRNA-Asn(gtt)
POOLPIDM_01667	tRNA	73				tRNA-Ala(tgc)
POOLPIDM_01668	CDS	1506	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
POOLPIDM_01669	CDS	687	arlR_1		COG0745	Response regulator ArlR
POOLPIDM_01670	CDS	1422	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
POOLPIDM_01671	CDS	180	rpmF_1			50S ribosomal protein L32
POOLPIDM_01672	CDS	570				hypothetical protein
POOLPIDM_01673	CDS	903	gltC_1			HTH-type transcriptional regulator GltC
POOLPIDM_01674	CDS	1785	pyk	2.7.1.40	COG0469	Pyruvate kinase
POOLPIDM_01675	CDS	963	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
POOLPIDM_01676	CDS	3315	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
POOLPIDM_01677	CDS	186				hypothetical protein
POOLPIDM_01678	CDS	1197	sbnD_2			Staphyloferrin B transporter
POOLPIDM_01679	CDS	1296				ISL3 family transposase ISEfa5
POOLPIDM_01680	CDS	1437	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
POOLPIDM_01681	CDS	810	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
POOLPIDM_01682	CDS	1296				ISL3 family transposase IS1251
POOLPIDM_01683	CDS	2154	penA		COG0768	Penicillin-binding protein 2B
POOLPIDM_01684	CDS	849	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
POOLPIDM_01685	CDS	1941	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
POOLPIDM_01686	CDS	180		5.3.2.-		putative tautomerase
POOLPIDM_01687	CDS	1824	ziaA	7.2.2.12		Zinc-transporting ATPase
POOLPIDM_01688	CDS	2280	helD_1	3.6.4.12	COG3973	DNA helicase IV
POOLPIDM_01689	CDS	648				hypothetical protein
POOLPIDM_01690	CDS	1296				ISL3 family transposase ISEfa11
POOLPIDM_01691	CDS	720	yeeN		COG0217	putative transcriptional regulatory protein YeeN
POOLPIDM_01692	CDS	1152	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
POOLPIDM_01693	CDS	741	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
POOLPIDM_01694	CDS	261	rsfS		COG0799	Ribosomal silencing factor RsfS
POOLPIDM_01695	CDS	594				hypothetical protein
POOLPIDM_01696	CDS	651	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
POOLPIDM_01697	CDS	312			COG1534	RNA-binding protein
POOLPIDM_01698	CDS	1110	yqeH		COG1161	putative protein YqeH
POOLPIDM_01699	CDS	528				hypothetical protein
POOLPIDM_01700	CDS	786	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
POOLPIDM_01701	CDS	870	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
POOLPIDM_01702	CDS	1380	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
POOLPIDM_01703	CDS	420	fabZ_2	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
POOLPIDM_01704	CDS	477	accB			Biotin carboxyl carrier protein of acetyl-CoA carboxylase
POOLPIDM_01705	CDS	1236	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
POOLPIDM_01706	CDS	738	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
POOLPIDM_01707	CDS	918	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
POOLPIDM_01708	CDS	225	acpA		COG0236	Acyl carrier protein
POOLPIDM_01709	CDS	963	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
POOLPIDM_01710	CDS	441				hypothetical protein
POOLPIDM_01711	CDS	966	uvrC_2			UvrABC system protein C
POOLPIDM_01712	CDS	231	ykuJ		COG4703	putative protein YkuJ
POOLPIDM_01713	CDS	888	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
POOLPIDM_01714	CDS	1224		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
POOLPIDM_01715	CDS	1047	dgs	2.4.1.208	COG0438	Processive diacylglycerol alpha-glucosyltransferase
POOLPIDM_01716	CDS	1728	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
POOLPIDM_01717	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
POOLPIDM_01718	CDS	2097	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
POOLPIDM_01719	CDS	321				hypothetical protein
POOLPIDM_01720	CDS	225				hypothetical protein
POOLPIDM_01721	CDS	1581	prfC			Peptide chain release factor 3
POOLPIDM_01722	CDS	1377				hypothetical protein
POOLPIDM_01723	CDS	1119	yhhT		COG0628	Putative transport protein YhhT
POOLPIDM_01724	CDS	435		2.3.1.-		Acetyltransferase
POOLPIDM_01725	CDS	534				hypothetical protein
POOLPIDM_01726	CDS	1179	mutY	3.2.2.31		Adenine DNA glycosylase
POOLPIDM_01727	CDS	798	recX			Regulatory protein RecX
POOLPIDM_01728	CDS	1383	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
POOLPIDM_01729	CDS	579		1.14.99.53	COG3397	Lytic chitin monooxygenase
POOLPIDM_01730	CDS	471	crtK-2		COG3476	Tryptophan-rich protein TspO
POOLPIDM_01731	CDS	1227	tagU_3	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
POOLPIDM_01732	CDS	201	cspD		COG1278	Cold shock protein CspD
POOLPIDM_01733	CDS	609	sodA	1.15.1.1		Superoxide dismutase [Mn]
POOLPIDM_01734	CDS	471				hypothetical protein
POOLPIDM_01735	CDS	900	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
POOLPIDM_01736	CDS	804				hypothetical protein
POOLPIDM_01737	CDS	948	ghrB_2	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
POOLPIDM_01738	CDS	1548				IS66 family transposase ISRob1
POOLPIDM_01739	CDS	354				hypothetical protein
POOLPIDM_01740	CDS	195				hypothetical protein
POOLPIDM_01741	CDS	294				hypothetical protein
POOLPIDM_01742	CDS	666	ktrA		COG0569	Ktr system potassium uptake protein A
POOLPIDM_01743	CDS	633	vraR			Response regulator protein VraR
POOLPIDM_01744	CDS	1068	liaS	2.7.13.3	COG4585	Sensor histidine kinase LiaS
POOLPIDM_01745	CDS	732				hypothetical protein
POOLPIDM_01746	CDS	480	greA		COG0782	Transcription elongation factor GreA
POOLPIDM_01747	CDS	1176	mltG	4.2.2.-		Endolytic murein transglycosylase
POOLPIDM_01748	CDS	1161	pbpX_2		COG1680	Putative penicillin-binding protein PbpX
POOLPIDM_01749	CDS	1446				IS1182 family transposase ISEfa7
POOLPIDM_01750	CDS	948	wbgU_2	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
POOLPIDM_01751	CDS	1416				hypothetical protein
POOLPIDM_01752	CDS	1149	pglH_2	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
POOLPIDM_01753	CDS	1536				hypothetical protein
POOLPIDM_01754	CDS	975	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
POOLPIDM_01755	CDS	966	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
POOLPIDM_01756	CDS	1068	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
POOLPIDM_01757	CDS	702	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
POOLPIDM_01758	CDS	876				hypothetical protein
POOLPIDM_01759	CDS	825	wbbD	2.4.1.303	COG0463	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase
POOLPIDM_01760	CDS	1392				hypothetical protein
POOLPIDM_01761	CDS	960			COG2826	IS30 family transposase IS6770
POOLPIDM_01762	CDS	2139	arnC_3	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
POOLPIDM_01763	CDS	1587				hypothetical protein
POOLPIDM_01764	CDS	1221	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
POOLPIDM_01765	CDS	807	tagG		COG1682	Teichoic acid translocation permease protein TagG
POOLPIDM_01766	CDS	1281				hypothetical protein
POOLPIDM_01767	CDS	2034				hypothetical protein
POOLPIDM_01768	CDS	852	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
POOLPIDM_01769	CDS	1029	rmlB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
POOLPIDM_01770	CDS	573	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
POOLPIDM_01771	CDS	867	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
POOLPIDM_01772	CDS	708				hypothetical protein
POOLPIDM_01773	CDS	828				hypothetical protein
POOLPIDM_01774	CDS	801				hypothetical protein
POOLPIDM_01775	CDS	1140	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
POOLPIDM_01776	CDS	924				hypothetical protein
POOLPIDM_01777	CDS	765	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
POOLPIDM_01778	CDS	441				Flavodoxin
POOLPIDM_01779	CDS	570				hypothetical protein
POOLPIDM_01780	CDS	1233	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
POOLPIDM_01781	CDS	303				hypothetical protein
POOLPIDM_01782	CDS	372				hypothetical protein
POOLPIDM_01783	CDS	402				hypothetical protein
POOLPIDM_01784	CDS	408				hypothetical protein
POOLPIDM_01785	CDS	495				IS3 family transposase ISEnfa3
POOLPIDM_01786	CDS	837				IS3 family transposase ISEfa8
POOLPIDM_01787	CDS	291				IS3 family transposase ISEfa8
POOLPIDM_01788	tRNA	74				tRNA-Met(cat)
POOLPIDM_01789	CDS	1026				hypothetical protein
POOLPIDM_01790	CDS	225				hypothetical protein
POOLPIDM_01791	CDS	294				hypothetical protein
POOLPIDM_01792	CDS	138				hypothetical protein
POOLPIDM_01793	CDS	447				hypothetical protein
POOLPIDM_01794	CDS	2067				hypothetical protein
POOLPIDM_01795	CDS	783				hypothetical protein
POOLPIDM_01796	CDS	1719				hypothetical protein
POOLPIDM_01797	CDS	2832				hypothetical protein
POOLPIDM_01798	CDS	789				hypothetical protein
POOLPIDM_01799	CDS	3120				hypothetical protein
POOLPIDM_01800	CDS	288				hypothetical protein
POOLPIDM_01801	CDS	369				hypothetical protein
POOLPIDM_01802	CDS	513				hypothetical protein
POOLPIDM_01803	CDS	393				hypothetical protein
POOLPIDM_01804	CDS	372				hypothetical protein
POOLPIDM_01805	CDS	327				hypothetical protein
POOLPIDM_01806	CDS	339				hypothetical protein
POOLPIDM_01807	CDS	207				hypothetical protein
POOLPIDM_01808	CDS	1008				hypothetical protein
POOLPIDM_01809	CDS	354				hypothetical protein
POOLPIDM_01810	CDS	642				hypothetical protein
POOLPIDM_01811	CDS	174				hypothetical protein
POOLPIDM_01812	CDS	954				hypothetical protein
POOLPIDM_01813	CDS	264				hypothetical protein
POOLPIDM_01814	CDS	231				hypothetical protein
POOLPIDM_01815	CDS	1635				hypothetical protein
POOLPIDM_01816	CDS	1302				hypothetical protein
POOLPIDM_01817	CDS	456				hypothetical protein
POOLPIDM_01818	CDS	225				hypothetical protein
POOLPIDM_01819	CDS	180				hypothetical protein
POOLPIDM_01820	CDS	414				hypothetical protein
POOLPIDM_01821	CDS	276				hypothetical protein
POOLPIDM_01822	CDS	153				hypothetical protein
POOLPIDM_01823	CDS	414				hypothetical protein
POOLPIDM_01824	CDS	297				hypothetical protein
POOLPIDM_01825	CDS	558				hypothetical protein
POOLPIDM_01826	CDS	396				hypothetical protein
POOLPIDM_01827	CDS	174				hypothetical protein
POOLPIDM_01828	CDS	312				hypothetical protein
POOLPIDM_01829	CDS	291				hypothetical protein
POOLPIDM_01830	CDS	312				hypothetical protein
POOLPIDM_01831	CDS	162				hypothetical protein
POOLPIDM_01832	CDS	303				hypothetical protein
POOLPIDM_01833	CDS	165				hypothetical protein
POOLPIDM_01834	CDS	270				hypothetical protein
POOLPIDM_01835	CDS	852				hypothetical protein
POOLPIDM_01836	CDS	516				hypothetical protein
POOLPIDM_01837	CDS	693				hypothetical protein
POOLPIDM_01838	CDS	672				hypothetical protein
POOLPIDM_01839	CDS	342				hypothetical protein
POOLPIDM_01840	CDS	147				hypothetical protein
POOLPIDM_01841	CDS	174				hypothetical protein
POOLPIDM_01842	CDS	189				hypothetical protein
POOLPIDM_01843	CDS	285				hypothetical protein
POOLPIDM_01844	CDS	300				hypothetical protein
POOLPIDM_01845	CDS	204				hypothetical protein
POOLPIDM_01846	CDS	747				hypothetical protein
POOLPIDM_01847	CDS	252				hypothetical protein
POOLPIDM_01848	CDS	156				hypothetical protein
POOLPIDM_01849	CDS	189				hypothetical protein
POOLPIDM_01850	CDS	159				hypothetical protein
POOLPIDM_01851	CDS	321				hypothetical protein
POOLPIDM_01852	CDS	423				hypothetical protein
POOLPIDM_01853	CDS	306				hypothetical protein
POOLPIDM_01854	CDS	1140	xerC_10			Tyrosine recombinase XerC
POOLPIDM_01855	CDS	1626	groL		COG0459	60 kDa chaperonin
POOLPIDM_01856	CDS	285	groS		COG0234	10 kDa chaperonin
POOLPIDM_01857	CDS	663	MroQ	3.4.22.-		Membrane-embedded CAAX protease MroQ
POOLPIDM_01858	CDS	1293	gmuC_2		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
POOLPIDM_01859	CDS	630				hypothetical protein
POOLPIDM_01860	CDS	810	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
POOLPIDM_01861	CDS	870				hypothetical protein
POOLPIDM_01862	CDS	1317				hypothetical protein
POOLPIDM_01863	CDS	1836	walK	2.7.13.3		Sensor histidine kinase WalK
POOLPIDM_01864	CDS	705	walR_1		COG0745	Transcriptional regulatory protein WalR
POOLPIDM_01865	CDS	861				DegV domain-containing protein
POOLPIDM_01866	CDS	570				hypothetical protein
POOLPIDM_01867	tRNA	73				tRNA-Lys(ctt)
POOLPIDM_01868	CDS	954			COG2826	IS30 family transposase IS1252
POOLPIDM_01869	CDS	147				hypothetical protein
POOLPIDM_01870	CDS	339				hypothetical protein
POOLPIDM_01871	CDS	198	pisA			Bacteriocin piscicolin-126
POOLPIDM_01872	CDS	1728				hypothetical protein
POOLPIDM_01873	CDS	1194	opuAA	7.6.2.9	COG4175	Glycine betaine transport ATP-binding protein OpuAA
POOLPIDM_01874	CDS	645				hypothetical protein
POOLPIDM_01875	CDS	135				hypothetical protein
POOLPIDM_01876	CDS	2133	feoB		COG0370	Fe(2+) transporter FeoB
POOLPIDM_01877	CDS	474				hypothetical protein
POOLPIDM_01878	CDS	225	nrdH		COG0695	Glutaredoxin-like protein NrdH
POOLPIDM_01879	CDS	2160	nrdE2	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 2
POOLPIDM_01880	CDS	966	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
POOLPIDM_01881	CDS	1140				hypothetical protein
POOLPIDM_01882	CDS	714	sapB		COG1285	Protein SapB
POOLPIDM_01883	CDS	702	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
POOLPIDM_01884	CDS	1533	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
POOLPIDM_01885	CDS	909				IS982 family transposase ISEfm1
POOLPIDM_01886	CDS	1050				putative transporter
POOLPIDM_01887	CDS	690				hypothetical protein
POOLPIDM_01888	CDS	369	rplL		COG0222	50S ribosomal protein L7/L12
POOLPIDM_01889	CDS	504	rplJ			50S ribosomal protein L10
POOLPIDM_01890	CDS	690	rplA			50S ribosomal protein L1
POOLPIDM_01891	CDS	423	rplK			50S ribosomal protein L11
POOLPIDM_01892	CDS	669	sdhB	4.3.1.17		L-serine dehydratase, beta chain
POOLPIDM_01893	CDS	873	sdhA	4.3.1.17		L-serine dehydratase, alpha chain
POOLPIDM_01894	CDS	1020		1.13.12.4	COG1304	Lactate 2-monooxygenase
POOLPIDM_01895	CDS	888				hypothetical protein
POOLPIDM_01896	CDS	546	nusG			Transcription termination/antitermination protein NusG
POOLPIDM_01897	CDS	171	secE			Protein translocase subunit SecE
POOLPIDM_01898	CDS	153	rpmG3		COG0267	50S ribosomal protein L33 3
POOLPIDM_01899	CDS	645				hypothetical protein
POOLPIDM_01900	CDS	504	queT_1		COG4708	Queuosine precursor transporter QueT
POOLPIDM_01901	CDS	966	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
POOLPIDM_01902	CDS	1173				hypothetical protein
POOLPIDM_01903	CDS	1146				hypothetical protein
POOLPIDM_01904	CDS	933	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
POOLPIDM_01905	CDS	1080				hypothetical protein
POOLPIDM_01906	CDS	630	lnrK		COG2197	Transcriptional regulatory protein LnrK
POOLPIDM_01907	CDS	228				hypothetical protein
POOLPIDM_01908	CDS	2589	recD2	3.6.4.12		ATP-dependent RecD-like DNA helicase
POOLPIDM_01909	CDS	660	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
POOLPIDM_01910	CDS	504	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
POOLPIDM_01911	CDS	867	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
POOLPIDM_01912	CDS	642	cutC		COG3142	Copper homeostasis protein CutC
POOLPIDM_01913	CDS	1362	mgtE		COG2239	Magnesium transporter MgtE
POOLPIDM_01914	CDS	900				hypothetical protein
POOLPIDM_01915	CDS	798	ppnKA	2.7.1.23	COG0061	NAD kinase 1
POOLPIDM_01916	CDS	705	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
POOLPIDM_01917	CDS	576	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
POOLPIDM_01918	CDS	678				hypothetical protein
POOLPIDM_01919	CDS	1296				ISL3 family transposase IS1251
POOLPIDM_01920	CDS	1809	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
POOLPIDM_01921	CDS	999				hypothetical protein
POOLPIDM_01922	CDS	654	mecA		COG4862	Adapter protein MecA 1
POOLPIDM_01923	CDS	399	spxA_3		COG1393	Regulatory protein Spx
POOLPIDM_01924	CDS	708	yfnB_1	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
POOLPIDM_01925	CDS	3195	rapA	3.6.4.-		RNA polymerase-associated protein RapA
POOLPIDM_01926	CDS	3129				hypothetical protein
POOLPIDM_01927	CDS	1122	sbcD			Nuclease SbcCD subunit D
POOLPIDM_01928	CDS	624	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
POOLPIDM_01929	CDS	735	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
POOLPIDM_01930	CDS	285				hypothetical protein
POOLPIDM_01931	CDS	1884	oatA	2.3.1.-		O-acetyltransferase OatA
POOLPIDM_01932	CDS	876				hypothetical protein
POOLPIDM_01933	CDS	1770	aspS	6.1.1.12		Aspartate--tRNA ligase
POOLPIDM_01934	CDS	1293	hisS	6.1.1.21		Histidine--tRNA ligase
POOLPIDM_01935	CDS	948	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
POOLPIDM_01936	CDS	1260	cypC	1.11.2.4		Fatty-acid peroxygenase
POOLPIDM_01937	CDS	447	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
POOLPIDM_01938	CDS	2214	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
POOLPIDM_01939	CDS	765	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
POOLPIDM_01940	CDS	948	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
POOLPIDM_01941	CDS	489				hypothetical protein
POOLPIDM_01942	CDS	672		3.2.2.-		Putative 3-methyladenine DNA glycosylase
POOLPIDM_01943	CDS	1287			COG2256	putative AAA domain-containing protein
POOLPIDM_01944	CDS	285				hypothetical protein
POOLPIDM_01945	CDS	480				Putative universal stress protein
POOLPIDM_01946	CDS	129				hypothetical protein
POOLPIDM_01947	CDS	1584	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
POOLPIDM_01948	CDS	1185	ackA	2.7.2.1	COG0282	Acetate kinase
POOLPIDM_01949	CDS	1008				hypothetical protein
POOLPIDM_01950	CDS	360				hypothetical protein
POOLPIDM_01951	CDS	426				hypothetical protein
POOLPIDM_01952	CDS	303				hypothetical protein
POOLPIDM_01953	CDS	495				hypothetical protein
POOLPIDM_01954	CDS	279				hypothetical protein
POOLPIDM_01955	CDS	1050				hypothetical protein
POOLPIDM_01956	CDS	930	comGA		COG2804	ComG operon protein 1
POOLPIDM_01957	CDS	1755	adeC	3.5.4.2		Adenine deaminase
POOLPIDM_01958	CDS	663	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
POOLPIDM_01959	CDS	783	thiK	2.7.1.89		Thiamine kinase
POOLPIDM_01960	CDS	1212				hypothetical protein
POOLPIDM_01961	CDS	738	ecsA		COG1131	ABC-type transporter ATP-binding protein EcsA
